Potential Resistance region,,Region length,Reads mapped to region,reads mapped per kilobase region
gb|AJ635404|+|0-861|ARO:3002419|OKP-A-2,,861,0,0
gb|EU670845|+|1594-2419|ARO:3001655|OXA-138,,826,0,0
gb|AF201827|+|21-849|ARO:3001421|OXA-26,,829,0,0
gb|GU199038|+|1195-2023|ARO:3001663|OXA-160,,829,0,0
gb|DQ388882|+|0-861|ARO:3001005|TEM-142,,861,0,0
gb|NC_009782|+|379934-380354|ARO:3000746|mepR,,421,0,0
gb|HM367709|+|7-727|ARO:3002269|IND-14,,721,0,0
gb|X98047|+|0-844|ARO:3000911|TEM-42,,844,0,0
gb|JN861783|+|0-828|ARO:3001714|OXA-215,,828,0,0
gb|AJ584652|+|1043-1784|ARO:3002207|IMP-16,,742,0,0
gb|HQ713678|+|5756-6683|ARO:3002369|PER-7,,928,0,0
gb|JF460795|+|0-1143|ARO:3002074|CMY-61,,1143,0,0
gb|JX438000|+|0-798|ARO:3001786|OXA-244,,798,0,0
gb|NC_011595|+|1830078-1833186|ARO:3000775|adeB,,3109,0,0
gb|HM113561|+|0-825|ARO:3001659|OXA-175,,825,0,0
gb|EF672680|+|0-729|ARO:3000841|CGB-1,,729,0,0
gb|AF015628|+|1306-1945|ARO:3002842|vatC,,640,0,0
gb|KJ775801|+|0-882|ARO:3002329|KPC-19,,882,0,0
gb|HM036080|+|131-596|ARO:3000317|AAC(1),,466,0,0
gb|AJ310778|+|7003-7573|ARO:3003015|dfrA19,,571,0,0
gb|GQ390806|+|0-813|ARO:3001171|SHV-124,,813,0,0
gb|KF240809|+|0-876|ARO:3002000|CTX-M-142,,876,0,0
gb|JF795538|+|0-861|ARO:3001374|TEM-185,,861,0,0
gb|X05648|+|381-1305|ARO:3002658|APH(6)-Ib,,925,0,0
gb|M12730|+|779-1514|ARO:3000250|ErmC,,736,0,0
gb|X15791|+|1375-2257|ARO:3003563|NPS,,882,0,0
gb|EU408354|-|3570-4455|ARO:3002512|LRA-17,,886,0,0
gb|HM803271|+|0-876|ARO:3001958|CTX-M-99,,876,0,0
gb|AF332513|+|103-964|ARO:3000931|TEM-63,,861,0,0
gb|GU206353|+|18-738|ARO:3002266|IND-10,,721,0,0
gb|JX268631|+|0-861|ARO:3001091|SHV-33,,861,0,0
gb|AF462611|+|0-846|ARO:3000605|Erm(36),,846,0,0
gb|AY590467|+|0-729|ARO:3001110|SHV-53,,729,0,0
gb|JN173059|+|35-680|ARO:3002752|QnrB37,,645,0,0
gb|X01702|+|484-1285|ARO:3002659|APH(6)-Ic,,802,0,0
gb|JN969893|+|0-873|ARO:3001990|CTX-M-131,,876,0,0
gb|KF986262|-|27-852|ARO:3001569|OXA-383,,826,0,0
gb|AF324833.1|+|0-900|ARO:3002378|VEB-9,,900,0,0
gb|DQ519088|+|8-833|ARO:3001629|OXA-94,,826,0,0
gb|X56809|+|111-894|ARO:3002997|LCR-1,,784,0,0
gb|DQ335566|+|0-825|ARO:3001632|OXA-92,,825,0,0
gb|CP004067|-|43007-43928|ARO:3002669|APH(2'')-Ig,,922,0,0
gb|NC_010558|+|116479-117235|ARO:3000860|rmtB,,757,0,0
gb|HQ166709|+|0-876|ARO:3001953|CTX-M-93,,876,0,0
gb|CP006005|+|1728735-1729668|ARO:3003176|CARB-21,,934,0,0
gb|KC107824|+|0-876|ARO:3001997|CTX-M-139,,876,0,0
gb|X58272|+|79-883|ARO:3001400|OXA-5,,805,0,0
gb|AJ635403|+|0-789|ARO:3002463|LEN-13,,789,0,0
gb|AM941847|+|0-861|ARO:3001155|SHV-106,,861,0,0
gb|AF300985|+|0-739|ARO:3001430|OXA-36,,739,0,0
gb|KM233165|+|0-861|ARO:3003153|SHV-186,,861,0,0
gb|Y10281|+|0-861|ARO:3000918|TEM-49,,861,0,0
gb|Z21957.1|-|284-1211|ARO:3002363|PER-1,,927,0,0
gb|DQ834728|+|205-1066|ARO:3001019|TEM-152,,861,0,0
gb|AM850915|+|19-880|ARO:3002428|OKP-A-11,,861,0,0
gb|AJ584652|+|1926-2913|ARO:3002599|AAC(6')-30/AAC(6')-Ib',,988,0,0
gb|HM750249|+|90-891|ARO:3002295|VIM-25,,802,0,0
gb|JN596280|+|1202-1757|ARO:3002587|AAC(6')-33,,556,0,0
gb|M97172|+|655-1465|ARO:3002534|AAC(3)-IIb,,811,0,0
gb|KC433553|+|0-882|ARO:3002325|KPC-15,,882,0,0
gb|KJ135344|+|14-839|ARO:3001567|OXA-381,,826,0,0
gb|M80346|+|0-1656|ARO:3002817|carA,,1656,0,0
gb|FJ820124|+|1123-1987|ARO:3002339|GES-10,,865,0,0
gb|KF057033|+|0-825|ARO:3001687|OXA-316,,825,0,0
gb|AF329699|+|372-1236|ARO:3002337|GES-8,,865,0,0
gb|FJ534512|+|0-861|ARO:3002431|OKP-A-14,,861,0,0
gb|AF322577|+|2081-2822|ARO:3002199|IMP-8,,742,0,0
gb|KF057031|+|0-825|ARO:3001685|OXA-314,,825,0,0
gb|FJ534513|+|0-861|ARO:3002430|OKP-A-13,,861,0,0
gb|JX025022|+|0-825|ARO:3001680|OXA-242,,825,0,0
gb|JF274247|+|0-876|ARO:3001973|CTX-M-113,,876,0,0
gb|AY628176|+|75-936|ARO:3000987|TEM-125,,861,0,0
gb|AF156486|+|1331-2195|ARO:3002330|GES-1,,865,0,0
gb|EF581285|+|0-822|ARO:3001636|OXA-104,,822,0,0
gb|DQ212986|+|2029-2257|ARO:3000575|vanU,,229,0,0
gb|L20573|+|1317-1944|ARO:3002988|bcrB,,628,0,0
gb|AM231720|+|0-825|ARO:3001438|OXA-100,,825,0,0
gb|NC_002745|+|48893-49265|ARO:3000124|mecI,,373,0,0
gb|EF373971|+|0-861|ARO:3001148|SHV-96,,861,0,0
gb|AY027590|+|112-973|ARO:3000955|TEM-88,,861,0,0
gb|KJ997966|+|0-831|ARO:3002496|OXA-418,,831,0,0
gb|AY750907|+|0-825|ARO:3001613|OXA-64,,825,0,0
gb|AM286274|+|0-861|ARO:3001001|TEM-137,,861,0,0
gb|EF373969|+|0-861|ARO:3001145|SHV-93,,861,0,0
gb|KF297585|+|0-831|ARO:3001543|OXA-356,,831,0,0
gb|JX049132|+|0-1146|ARO:3002082|CMY-69,,1146,0,0
gb|AM932669|+|698-1502|ARO:3001811|OXA-129,,805,0,0
gb|KF203107|+|0-825|ARO:3001521|OXA-333,,825,0,0
gb|AF162694|+|5877-6963|ARO:3002933|vanSC,,1086,0,0
gb|AB116646|+|429-903|ARO:3002563|AAC(6')-Isa,,475,0,0
gb|JX679208|+|0-900|ARO:3002377|VEB-8,,900,0,0
gb|AF079900|+|39-1731|ARO:3002892|otr(B),,1693,0,0
gb|KJ151292|+|294-2892|ARO:3000444|rphA,,2599,0,0
gb|AF133139|+|0-1176|ARO:3000174|tet(G),,1176,0,0
gb|AM850920|+|40-901|ARO:3002451|OKP-B-18,,861,0,0
gb|AF156486|+|3648-4908|ARO:3002694|cmlA4,,1261,0,0
gb|DQ463751|+|75-1221|ARO:3002034|CMY-23,,1147,0,0
gb|KF986259|-|16-841|ARO:3001564|OXA-378,,826,0,0
gb|DQ516954|+|0-1716|ARO:3002881|lmrC,,1717,0,0
gb|DQ351241|+|0-681|ARO:3002714|QnrB1,,681,0,0
gb|EF219142|+|10-886|ARO:3001922|CTX-M-61,,877,0,0
gb|EF650038|+|0-825|ARO:3001643|OXA-112,,825,0,0
gb|HQ122933|+|0-822|ARO:3001695|OXA-134,,822,0,0
gb|AY092401|+|0-861|ARO:3000963|TEM-96,,861,0,0
gb|AY954728|+|11-896|ARO:3003558|y56,,885,0,0
gb|DQ149247|+|0-825|ARO:3001703|OXA-86,,825,0,0
gb|KC149518|+|0-861|ARO:3001369|TEM-153,,861,0,0
gb|JN596280|+|2847-3711|ARO:3002349|GES-20,,865,0,0
gb|NC_009632|+|49744-50476|ARO:3000347|ErmA,,733,0,0
gb|Y14156|+|0-876|ARO:3001867|CTX-M-4,,877,0,0
gb|JF896803|+|0-1149|ARO:3002163|FOX-9,,1150,0,0
gb|DQ157752|+|2699-3920|ARO:3000361|EreA,,1222,0,0
gb|DQ174306|+|4-865|ARO:3001121|SHV-66,,861,0,0
gb|AF043381|+|251-863|ARO:3002580|AAC(6')-Ib9,,613,0,0
gb|AM176552|+|30-891|ARO:3001131|SHV-77,,861,0,0
gb|NC_002516|+|4705955-4706402|ARO:3000806|mexG,,448,0,0
gb|JN982330|+|245-1046|ARO:3002301|VIM-31,,802,0,0
gb|HM559945|+|0-861|ARO:3001178|SHV-134,,861,0,0
gb|AY037780|+|88-949|ARO:3002455|LEN-2,,862,0,0
gb|FJ503047|+|0-519|ARO:3002592|AAC(6')-Ib-Hangzhou,,519,0,0
gb|AF445082|+|2788-3343|ARO:3002577|AAC(6')-Ib4,,556,0,0
gb|U85514|+|149-977|ARO:3001413|OXA-18,,829,0,0
gb|AM051147|+|0-861|ARO:3002425|OKP-A-8,,861,0,0
gb|DQ089809|+|1005-1857|ARO:3002385|BEL-1,,853,0,0
gb|AF099139|+|505-1225|ARO:3002256|IND-1,,721,0,0
gb|KF240808|+|0-861|ARO:3001386|TEM-209,,862,0,0
gb|Y17584|+|0-858|ARO:3000899|TEM-29,,858,0,0
gb|EU400222|+|2159-3041|ARO:3002315|KPC-5,,883,0,0
gb|U51479|+|0-921|ARO:3002636|APH(2'')-IIIa,,921,0,0
gb|AF208796|+|0-861|ARO:3001083|SHV-25,,861,0,0
gb|KC479325|+|668-1496|ARO:3001690|OXA-255,,829,0,0
gb|FJ214369|+|0-876|ARO:3001946|CTX-M-86,,876,0,0
gb|HQ424460|+|1-805|ARO:3002646|APH(3')-IIc,,805,0,0
gb|AB204557|+|0-738|ARO:3002212|IMP-21,,738,0,0
gb|JX025021|+|0-825|ARO:3001679|OXA-241,,825,0,0
gb|DQ303459|+|2174-3050|ARO:3001916|CTX-M-54,,877,0,0
gb|U37195|+|75-936|ARO:3000898|TEM-28,,862,0,0
gb|AY553332|+|113-854|ARO:3002205|IMP-14,,742,0,0
gb|AB164230|+|35-566|ARO:3002593|AAC(6')-Ib-SK,,532,0,0
gb|AY826417|+|0-861|ARO:3001000|TEM-136,,861,0,0
gb|AM176549|+|30-891|ARO:3001128|SHV-74,,861,0,0
gb|FJ668814|+|76-937|ARO:3001059|SHV-1,,861,0,0
gb|KF526115|+|0-1146|ARO:3002114|CMY-102,,1146,0,0
gb|M97297|+|10116-10601|ARO:3002962|vanZA,,486,0,0
gb|KF885217|+|0-825|ARO:3001552|OXA-365,,825,0,0
gb|JF802084|+|5019-6114|ARO:3002940|vanSN,,1096,0,0
gb|GQ463707|+|0-657|ARO:3002713|QnrA7,,657,0,0
gb|AF458080|+|1504-2764|ARO:3002693|cmlA1,,1261,0,0
gb|AM296481|+|775-2041|ARO:3002699|cmlB1,,1267,0,0
gb|GQ150744|+|122-359|ARO:3003022|dfrB3,,238,0,0
gb|DQ519089|+|8-833|ARO:3001630|OXA-95,,826,0,0
gb|AM176551|+|30-891|ARO:3001130|SHV-76,,861,0,0
gb|AY080894|+|3-879|ARO:3001884|CTX-M-22,,877,0,0
gb|AJ223970|+|20-800|ARO:3001303|ErmO,,781,0,0
gb|GQ205627|+|1393-2971|ARO:3002832|vgaD,,1579,0,0
gb|JN173055|+|35-680|ARO:3002748|QnrB33,,645,0,0
gb|D13304|+|232-1381|ARO:3002182|MOX-1,,1150,0,0
gb|AJ635406|+|0-789|ARO:3002462|LEN-12,,789,0,0
gb|AB634250|+|0-825|ARO:3001484|OXA-206,,825,0,0
gb|AF148851|+|5-866|ARO:3001060|SHV-2,,862,0,0
gb|FJ822963|+|0-801|ARO:3002289|VIM-19,,801,0,0
gb|GQ351346|+|0-876|ARO:3001974|CTX-M-114,,876,0,0
gb|HQ858608|+|0-801|ARO:3002297|VIM-27,,801,0,0
gb|U70376|-|7525-8518|ARO:3002663|APH(9)-Ib,,994,0,0
gb|EU032604|+|0-861|ARO:3001152|SHV-103,,861,0,0
gb|AM176546|+|0-861|ARO:3001125|SHV-71,,861,0,0
gb|KF443075|+|0-645|ARO:3002785|QnrB73,,645,0,0
gb|KC964871|+|0-876|ARO:3001999|CTX-M-141,,877,0,0
gb|KF986263|-|90-915|ARO:3001570|OXA-384,,826,0,0
gb|AY130285|+|0-785|ARO:3000981|TEM-118,,785,0,0
gb|FJ854362|+|1702-2257|ARO:3002576|AAC(6')-Ib3,,556,0,0
gb|JF816544|+|0-741|ARO:3002226|IMP-35,,741,0,0
gb|AY007784|+|1122-1923|ARO:3001431|OXA-37,,802,0,0
gb|AM850921|+|24-885|ARO:3002452|OKP-B-19,,861,0,0
gb|AY130286|+|0-822|ARO:3002475|LEN-3,,823,0,0
gb|Y17581|+|78-936|ARO:3000891|TEM-20,,858,0,0
gb|JX131372|+|96-843|ARO:3002228|IMP-37,,748,0,0
gb|AB983359|+|2425-3268|ARO:3003116|OXA-420,,844,0,0
gb|AM087411|+|127-928|ARO:3002274|VIM-4,,802,0,0
gb|GQ202693|+|1171-1999|ARO:3001799|OXA-161,,829,0,0
gb|JX121125|+|0-858|ARO:3001197|SHV-158,,858,0,0
gb|DQ522237|+|1075-1816|ARO:3002221|IMP-30,,742,0,0
gb|AJ005045|+|0-876|ARO:3001870|CTX-M-7,,877,0,0
gb|KF203097|+|0-822|ARO:3001511|OXA-323,,822,0,0
gb|AY633109|+|0-861|ARO:3002456|LEN-5,,862,0,0
gb|AM850918|+|24-885|ARO:3002438|OKP-B-5,,861,0,0
gb|KC479324|+|575-1403|ARO:3001689|OXA-253,,829,0,0
gb|AJ555825|+|0-1146|ARO:3002025|CMY-14,,1146,0,0
gb|FJ873740|+|0-858|ARO:3001035|TEM-169,,858,0,0
gb|AB040994|+|0-741|ARO:3002197|IMP-6,,741,0,0
gb|AM283489|+|2655-3174|ARO:3002585|AAC(6')-31,,520,0,0
gb|KJ934265|+|0-852|ARO:3002254|CARB-17,,852,0,0
gb|AY790341|+|0-861|ARO:3001114|SHV-59,,862,0,0
gb|AF190692|+|208-1069|ARO:3000946|TEM-79,,862,0,0
gb|AY154657|+|0-1161|ARO:3000601|Erm(38),,1163,0,0
gb|AY236073|+|2187-2985|ARO:3001782|OXA-48,,799,0,0
gb|JX438001|+|0-798|ARO:3001787|OXA-245,,798,0,0
gb|AJ416346|+|556-1432|ARO:3001883|CTX-M-21,,876,0,0
gb|HM439649|+|0-681|ARO:3002744|QnrB29,,681,0,0
gb|M88012|+|192-1092|ARO:3002540|AAC(3)-VIa,,901,0,0
gb|JN104597|+|114-927|ARO:3000467|NDM-5,,814,0,0
gb|AJ308331|+|0-870|ARO:3000855|CAU-1,,870,0,0
gb|AM850909|+|0-861|ARO:3002466|LEN-19,,861,0,0
gb|L09246|+|543-981|ARO:3002554|AAC(6')-Ig,,439,0,0
gb|NC_010605|+|13383-14226|ARO:3001611|OXA-58,,844,0,0
gb|KP144324|+|0-822|ARO:3003162|OXA-435,,822,0,0
gb|AF078527|+|4387-4840|ARO:3002847|arr-2,,454,0,0
gb|L08389|+|390-1254|ARO:3000495|ErmD,,865,0,0
gb|M95287.4|+|0-828|ARO:3001397|OXA-2,,828,0,0
gb|AF416700|+|56-764|ARO:3000842|EBR-1,,709,0,0
gb|KM103296|+|0-879|ARO:3003177|IMI-7,,879,0,0
gb|X07753|+|102-882|ARO:3002652|APH(3')-VIa,,781,0,0
gb|HM570036|+|0-825|ARO:3001474|OXA-180,,825,0,0
gb|HM565917|+|0-1149|ARO:3002161|FOX-8,,1149,0,0
gb|JN227084|+|308-1169|ARO:3001046|TEM-186,,862,0,0
gb|AM051161|+|0-861|ARO:3002444|OKP-B-11,,861,0,0
gb|JQ396378|+|0-747|ARO:3001476|OXA-184,,747,0,0
gb|AB284167|+|225-1101|ARO:3001925|CTX-M-64,,876,0,0
gb|AY795964|+|0-822|ARO:3001418|OXA-23,,822,0,0
gb|AB194410|+|0-1149|ARO:3002030|CMY-19,,1149,0,0
gb|AJ511268|+|1294-1765|ARO:3002531|AAC(3)-Ic,,472,0,0
gb|Y15510|+|0-1203|ARO:3000175|tet(H),,1203,0,0
gb|AY743590|+|0-1188|ARO:3000566|tet(39),,1188,0,0
gb|AF038993|+|0-1197|ARO:3000177|tet(J),,1197,0,0
gb|AF030344|-|0-1260|ARO:3000181|tet(V),,1260,0,0
gb|DQ392963|+|8-833|ARO:3001626|OXA-88,,826,0,0
gb|EU418913|+|16-877|ARO:3001158|SHV-109,,862,0,0
gb|AF351241|+|89-950|ARO:3000957|TEM-90,,861,0,0
gb|KJ363320|+|72-570|ARO:3002858|dfrA12,,499,0,0
gb|HM488990|+|0-822|ARO:3001469|OXA-169,,822,0,0
gb|DQ838665|+|0-474|ARO:3002860|dfrA17,,474,0,0
gb|X75562|+|134-935|ARO:3001402|OXA-7,,802,0,0
gb|AF015628|+|398-1286|ARO:3001308|VgbB,,889,0,0
gb|JQ429324|+|0-876|ARO:3001983|CTX-M-124,,876,0,0
gb|AM941159|+|208-1069|ARO:3001022|TEM-156,,862,0,0
gb|HQ650104|+|63-1209|ARO:3002076|CMY-63,,1147,0,0
gb|KF460533|+|0-831|ARO:3001550|OXA-363,,831,0,0
gb|U14748|+|324-1239|ARO:3002481|AER-1,,916,0,0
gb|JN408080|+|0-657|ARO:3002802|QnrVC5,,657,0,0
gb|JX089628|+|0-801|ARO:3001499|OXA-240,,801,0,0
gb|AY954516|+|0-876|ARO:3001901|CTX-M-39,,876,0,0
gb|AF395881|+|0-882|ARO:3002313|KPC-3,,883,0,0
gb|DQ105529|+|0-861|ARO:3001013|TEM-146,,861,0,0
gb|AF079138|+|153-1122|ARO:3000598|Erm(31),,970,0,0
gb|AF117746|+|0-780|ARO:3001080|SHV-22,,780,0,0
gb|AJ746225|+|0-861|ARO:3000993|TEM-129,,861,0,0
gb|NC_005076|+|4149-5628|ARO:3003111|lsaB,,1480,0,0
gb|JX514368|+|271-1417|ARO:3002107|CMY-94,,1147,0,0
gb|KM087860|+|0-1146|ARO:3002174|MIR-9,,1146,0,0
gb|AM051142|+|0-861|ARO:3002421|OKP-A-4,,861,0,0
gb|HE999704|-|2734780-2736181|ARO:3000421|norB,,1402,0,0
gb|KC999080|+|379-1192|ARO:3002359|NDM-9,,814,0,0
gb|KF421163|+|0-831|ARO:3001547|OXA-360,,831,0,0
gb|FN556186|+|0-1146|ARO:3002057|CMY-46,,1146,0,0
gb|HQ425492|+|0-822|ARO:3001479|OXA-194,,822,0,0
gb|AF104442|+|193-1054|ARO:3000923|TEM-54,,861,0,0
gb|HQ641421|+|0-882|ARO:3002322|KPC-12,,882,0,0
gb|AF244145|+|0-741|ARO:3002195|IMP-4,,741,0,0
gb|NC_003197|-|392418-393876|ARO:3000791|mdsC,,1459,0,0
gb|CP000768|+|1405391-1406495|ARO:3000783|cmeA,,1105,0,0
gb|HQ833651|+|244-1120|ARO:3001965|CTX-M-105,,877,0,0
gb|HM640278|+|0-828|ARO:3001709|OXA-182,,829,0,0
gb|HM113562|+|0-825|ARO:3001660|OXA-176,,825,0,0
gb|KF203101|+|0-822|ARO:3001515|OXA-327,,822,0,0
gb|HE963769|+|0-825|ARO:3001673|OXA-248,,825,0,0
gb|U59450|+|396-1176|ARO:3002824|ErmV,,781,0,0
gb|U19459|+|66-705|ARO:3002841|vatB,,639,0,0
gb|KF297583|+|0-822|ARO:3001541|OXA-354,,822,0,0
gb|NC_010410|-|3660736-3661636|ARO:3002370|VEB-1,,901,0,0
gb|M16503|+|243-1143|ARO:3002823|ErmH,,901,0,0
gb|AF043100|+|0-774|ARO:3001411|OXA-16,,775,0,0
gb|AJ863560|+|0-861|ARO:3001111|SHV-55,,861,0,0
gb|AY750913|+|0-825|ARO:3001619|OXA-71,,825,0,0
gb|FJ196385|-|11083-12313|ARO:3003107|mefB,,1231,0,0
gb|JX870080|+|0-861|ARO:3001352|SHV-168,,861,0,0
gb|HE999704|+|886122-886467|ARO:3000251|msrA,,346,0,0
gb|BA000032|-|476707-477559|ARO:3003151|CARB-22,,853,0,0
gb|AJ549244|+|0-876|ARO:3001890|CTX-M-28,,876,0,0
gb|M80674|+|877-2494|ARO:3003554|tcmA,,1617,0,0
gb|KF131539|+|0-801|ARO:3002309|VIM-39,,801,0,0
gb|JQ064560|+|0-1536|ARO:3000448|qepA,,1536,0,0
gb|KF513178|+|0-861|ARO:3001357|SHV-173,,861,0,0
gb|JQ349152|+|0-680|ARO:3002760|QnrB45,,680,0,0
gb|AF170880|+|0-1848|ARO:3002522|novA,,1849,0,0
gb|AF317511|+|187-988|ARO:3002271|VIM-1,,802,0,0
gb|EF552405|+|12-840|ARO:3001802|OXA-141,,828,0,0
gb|AY574271|+|0-861|ARO:3000998|TEM-134,,861,0,0
gb|Z33413|+|386-935|ARO:3000380|FosC,,550,0,0
gb|KJ776406|+|16-877|ARO:3001340|SHV-119,,861,0,0
gb|AM991978|+|0-828|ARO:3001451|OXA-139,,828,0,0
gb|JF802084|+|4337-5030|ARO:3002929|vanRN,,694,0,0
gb|AJ295343|+|0-1173|ARO:3002518|OCH-5,,1173,0,0
gb|JQ326200|+|193-1021|ARO:3001670|OXA-231,,829,0,0
gb|NC002516|+|1221690-1222098|ARO:3000149|FosA,,408,0,0
gb|X02393|+|96-960|ARO:3003061|viomycin,,865,0,0
gb|AF079138|-|1282-2293|ARO:3001265|Erm(30),,1012,0,0
gb|X97254|+|153-1011|ARO:3001043|TEM-178,,858,0,0
gb|NC_010400|-|1365938-1369118|ARO:3000778|adeG,,3181,0,0
gb|AF156486|+|5012-5792|ARO:3002602|aadA2,,780,0,0
gb|EF685372|+|0-1143|ARO:3002041|CMY-30,,1143,0,0
gb|AJ005044|+|0-876|ARO:3001869|CTX-M-6,,877,0,0
gb|AY238472|-|12-888|ARO:3001895|CTX-M-33,,877,0,0
gb|NC_002163|-|336915-337548|ARO:3000526|cmeR,,634,0,0
gb|HQ336940|+|0-1146|ARO:3002064|CMY-53,,1146,0,0
gb|KM087865|+|0-843|ARO:3001583|OXA-397,,843,0,0
gb|AM176556|+|25-886|ARO:3001135|SHV-81,,861,0,0
gb|AM049399|+|0-861|ARO:3001007|TEM-144,,861,0,0
gb|AM087405|+|1748-2582|ARO:3002622|aadA6/aadA10,,835,0,0
gb|D16251.1|-|1625-2531|ARO:3000316|mphA,,906,0,0
gb|AY589495|+|181-1042|ARO:3000977|TEM-114,,861,0,0
gb|AL123456|-|314308-314854|ARO:3002525|AAC(2')-Ic,,547,0,0
gb|AY007369|+|0-1149|ARO:3002159|FOX-5,,1149,0,0
gb|AJ704396|+|0-876|ARO:3001956|CTX-M-96,,876,0,0
gb|KM211510|+|0-876|ARO:3003165|CTX-M-157,,876,0,0
gb|KF179354|+|0-861|ARO:3002352|GES-23,,861,0,0
gb|AY847147|+|81-957|ARO:3001908|CTX-M-46,,877,0,0
gb|AY139598|+|1486-2287|ARO:3001775|OXA-119,,802,0,0
gb|M33768|+|194-1364|ARO:3003007|bmr,,1171,0,0
gb|AY343493|+|76-946|ARO:3001813|OXA-55,,871,0,0
gb|AY277255|+|66-927|ARO:3001089|SHV-31,,861,0,0
gb|X03364|+|0-789|ARO:3002648|APH(3')-IVa,,789,0,0
gb|U46859|-|24294-25527|ARO:3003048|rosA,,1234,0,0
gb|JX121116|+|0-858|ARO:3001188|SHV-149,,858,0,0
gb|JX259317|+|0-681|ARO:3002769|QnrB56,,681,0,0
gb|AF173226|+|6913-8329|ARO:3003053|smeC,,1417,0,0
gb|M98270|+|0-759|ARO:3002624|ANT(4')-IIa,,759,0,0
gb|JF273470|+|0-810|ARO:3001766|OXA-192,,810,0,0
gb|EU077611|+|0-654|ARO:3002792|QnrS3,,655,0,0
gb|AF031331|+|0-441|ARO:3002567|AAC(6')-Iw,,441,0,0
gb|EF581888|+|0-876|ARO:3001928|CTX-M-67,,876,0,0
gb|AY524989|+|0-801|ARO:3002280|VIM-10,,801,0,0
gb|JF795487|+|0-828|ARO:3001487|OXA-210,,828,0,0
gb|HM173356|+|511-1375|ARO:3002345|GES-16,,865,0,0
gb|X95401|+|208-1069|ARO:3000914|TEM-45,,862,0,0
gb|AF516719|+|214-1075|ARO:3000967|TEM-104,,862,0,0
gb|EF650036|+|0-825|ARO:3001641|OXA-110,,825,0,0
gb|GQ288397|+|0-741|ARO:3000846|SIM-1,,741,0,0
gb|EU555534|+|0-882|ARO:3002316|KPC-6,,882,0,0
gb|AB563173|+|32-764|ARO:3002270|IND-15,,733,0,0
gb|AY036620|+|88-949|ARO:3001092|SHV-34,,862,0,0
gb|JF274242|+|0-877|ARO:3001970|CTX-M-110,,877,0,0
gb|EU019536|+|0-825|ARO:3001635|OXA-82,,825,0,0
gb|AM051156|+|0-861|ARO:3002440|OKP-B-7,,861,0,0
gb|AY956335|+|38-899|ARO:3001004|TEM-141,,862,0,0
gb|FN652295|+|0-861|ARO:3001042|TEM-177,,861,0,0
gb|JF274248|-|0-864|ARO:3001969|CTX-M-109,,865,0,0
gb|HQ425495|+|0-822|ARO:3001482|OXA-197,,822,0,0
gb|AF321608|+|0-888|ARO:3003561|Sed1,,888,0,0
gb|X53401|+|0-1992|ARO:3002891|otr(A),,1992,0,0
gb|AJ635420|+|0-789|ARO:3002445|OKP-B-12,,789,0,0
gb|EU202673|+|0-876|ARO:3001941|CTX-M-80,,876,0,0
gb|FJ666063|+|0-852|ARO:3002386|BEL-2,,852,0,0
gb|FJ214368|+|0-876|ARO:3002495|CTX-M-85,,876,0,0
gb|AY504627|+|0-720|ARO:3002261|IND-5,,720,0,0
gb|FJ872411|+|41336-43445|ARO:3002971|vanTE,,2110,0,0
gb|KF526117|+|0-1146|ARO:3001841|ACT-20,,1146,0,0
gb|AB074433|+|16-757|ARO:3002201|IMP-10,,742,0,0
gb|EF650037|+|0-825|ARO:3001642|OXA-111,,825,0,0
gb|NC_011595|+|1828888-1830079|ARO:3000774|adeA,,1192,0,0
gb|JN861782|+|0-828|ARO:3001713|OXA-214,,828,0,0
gb|AJ223604|+|3017-3650|ARO:3002678|catB6,,634,0,0
gb|Y10278|+|0-876|ARO:3001866|CTX-M-3,,877,0,0
gb|JX121114|+|0-858|ARO:3001186|SHV-147,,858,0,0
gb|KC243783|+|0-2007|ARO:3000617|mecA,,2008,0,0
gb|DQ174305|+|4-865|ARO:3001120|SHV-65,,861,0,0
gb|EU408347|-|10174-11083|ARO:3002485|LRA-2,,910,0,0
gb|AY750908|+|0-825|ARO:3001614|OXA-65,,825,0,0
gb|HM488991|+|0-822|ARO:3001470|OXA-170,,822,0,0
gb|AF047556|+|126-678|ARO:3002560|AAC(6')-Iq,,553,0,0
gb|FJ349556|+|1672-2785|ARO:3002939|vanSM,,1114,0,0
gb|AY114142|+|1060-1816|ARO:3002625|ANT(4')-IIb,,757,0,0
gb|DQ223685|+|0-876|ARO:3001914|CTX-M-52,,877,0,0
gb|GQ390808|+|0-813|ARO:3001173|SHV-126,,813,0,0
gb|M19530|+|415-1186|ARO:3002878|BcII,,772,0,0
gb|AY453161|+|500-1430|ARO:3000090|BLA1,,930,0,0
gb|NC_003112|-|1795181-1796420|ARO:3000810|mtrC,,1240,0,0
gb|AY289608|+|616-1444|ARO:3001810|OXA-53,,829,0,0
gb|HM488987|+|0-822|ARO:3001466|OXA-166,,822,0,0
gb|NC_002516|+|4706409-4707522|ARO:3000807|mexH,,1114,0,0
gb|EF373970|+|0-861|ARO:3001146|SHV-94,,861,0,0
gb|KM588353|+|0-825|ARO:3003148|OXA-425,,825,0,0
gb|AF219130|+|0-732|ARO:3002258|IND-2a,,732,0,0
gb|AJ318093|+|0-861|ARO:3000960|TEM-93,,861,0,0
gb|EU436855|+|1401-2058|ARO:3002799|QnrVC1,,658,0,0
